"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Lincoln County, NV"	"32017"	278	25774	1078.6	822.4
	"Lyon County, NV"	"32019"	2820	259485	1086.8	864.8
	"Mineral County, NV"	"32021"	369	22595	1633.1	1003.7
	"Nye County, NV"	"32023"	3416	215992	1581.5	983.7
	"Pershing County, NV"	"32027"	229	33451	684.6	673.1
	"Storey County, NV"	"32029"	146	19706	740.9	467.1
	"Washoe County, NV"	"32031"	18379	2199570	835.6	787.7
	"White Pine County, NV"	"32033"	486	49464	982.5	840.8
	"Carson City, NV"	"32510"	3607	272061	1325.8	927.6
	"Belknap County, NH"	"33001"	3340	301961	1106.1	768.2
	"Carroll County, NH"	"33003"	2603	237080	1097.9	654.1
	"Cheshire County, NH"	"33005"	3486	381600	913.5	708.6
	"Coos County, NH"	"33007"	2185	161096	1356.3	850.1
	"Grafton County, NH"	"33009"	4035	445822	905.1	651.4
	"Hillsborough County, NH"	"33011"	15902	2024738	785.4	698.9
	"Merrimack County, NH"	"33013"	6695	738577	906.5	708.6
	"Rockingham County, NH"	"33015"	11772	1501823	783.8	673.9
	"Strafford County, NH"	"33017"	5143	629564	816.9	749.9
	"Sullivan County, NH"	"33019"	2169	215257	1007.6	729.7
	"Atlantic County, NJ"	"34001"	13222	1370129	965.0	791.9
	"Bergen County, NJ"	"34003"	35410	4651548	761.3	564.2
	"Burlington County, NJ"	"34005"	19815	2251178	880.2	706.9
	"Camden County, NJ"	"34007"	23113	2555723	904.4	780.9
	"Cape May County, NJ"	"34009"	6529	477018	1368.7	820.0
	"Cumberland County, NJ"	"34011"	7503	778719	963.5	875.2
	"Essex County, NJ"	"34013"	29036	3962928	732.7	702.6
	"Gloucester County, NJ"	"34015"	12734	1456431	874.3	786.3
	"Hudson County, NJ"	"34017"	18784	3342628	562.0	631.4
	"Hunterdon County, NJ"	"34019"	4460	628541	709.6	568.7
	"Mercer County, NJ"	"34021"	14364	1855503	774.1	674.6
	"Middlesex County, NJ"	"34023"	28736	4159260	690.9	619.8
	"Monmouth County, NJ"	"34025"	26800	3137660	854.1	670.5
	"Morris County, NJ"	"34027"	18676	2491074	749.7	585.2
	"Ocean County, NJ"	"34029"	35741	2930829	1219.5	736.6
	"Passaic County, NJ"	"34031"	18292	2536020	721.3	671.8
	"Salem County, NJ"	"34033"	3585	322520	1111.6	830.2
	"Somerset County, NJ"	"34035"	11544	1658428	696.1	582.3
	"Sussex County, NJ"	"34037"	5859	723471	809.8	717.5
	"Union County, NJ"	"34039"	19608	2752180	712.5	636.1
	"Warren County, NJ"	"34041"	4868	535476	909.1	713.7
	"Bernalillo County, NM"	"35001"	26873	3373886	796.5	725.5
	"Catron County, NM"	"35003"	197	17736	1110.7	653.9
	"Chaves County, NM"	"35005"	3240	328049	987.7	864.1
	"Cibola County, NM"	"35006"	1291	136867	943.3	895.5
	"Colfax County, NM"	"35007"	786	63579	1236.3	816.2
	"Curry County, NM"	"35009"	1985	252719	785.5	843.2
	"DeBaca County, NM"	"35011"	162	9281	1745.5	1147.3
	"Dona Ana County, NM"	"35013"	7537	1069123	705.0	674.2
	"Eddy County, NM"	"35015"	2806	281846	995.6	898.7
	"Grant County, NM"	"35017"	1686	144393	1167.6	734.6
	"Guadalupe County, NM"	"35019"	203	22346	908.4	707.1
	"Harding County, NM"	"35021"	36	3430	1049.6	507.2
	"Hidalgo County, NM"	"35023"	248	22656	1094.6	773.9
	"Lea County, NM"	"35025"	2660	344650	771.8	876.1
	"Lincoln County, NM"	"35027"	1015	98632	1029.1	664.9
	"Los Alamos County, NM"	"35028"	631	89477	705.2	523.0
	"Luna County, NM"	"35029"	1493	123135	1212.5	868.1
	"McKinley County, NM"	"35031"	2971	371728	799.2	941.5
	"Mora County, NM"	"35033"	242	22992	1052.5	767.5
	"Otero County, NM"	"35035"	2977	326663	911.3	781.6
	"Quay County, NM"	"35037"	587	42774	1372.3	932.2
	"Rio Arriba County, NM"	"35039"	2013	199620	1008.4	904.6
	"Roosevelt County, NM"	"35041"	746	98092	760.5	763.1
	"Sandoval County, NM"	"35043"	5019	690587	726.8	678.3
	"San Juan County, NM"	"35045"	4855	612684	792.4	775.6
	"San Miguel County, NM"	"35047"	1419	141751	1001.1	804.1
	"Santa Fe County, NM"	"35049"	5730	736599	777.9	611.1
	"Sierra County, NM"	"35051"	1234	57209	2157.0	1038.1
	"Socorro County, NM"	"35053"	868	86618	1002.1	865.5
	"Taos County, NM"	"35055"	1444	164806	876.2	634.2
	"Torrance County, NM"	"35057"	785	77993	1006.5	833.1
	"Union County, NM"	"35059"	229	21459	1067.2	735.8
	"Valencia County, NM"	"35061"	3176	379964	835.9	770.7
	"Albany County, NY"	"36001"	13372	1539453	868.6	690.3
	"Allegany County, NY"	"36003"	2367	238501	992.4	772.5
	"Bronx County, NY"	"36005"	46597	7183927	648.6	688.3
	"Broome County, NY"	"36007"	10471	986907	1061.0	745.2
	"Cattaraugus County, NY"	"36009"	4071	392530	1037.1	796.9
	"Cayuga County, NY"	"36011"	3808	393913	966.7	708.7
	"Chautauqua County, NY"	"36013"	7374	658738	1119.4	793.1
	"Chemung County, NY"	"36015"	4764	438710	1085.9	794.6
	"Chenango County, NY"	"36017"	2857	246431	1159.4	815.0
	"Clinton County, NY"	"36019"	3566	407527	875.0	749.2
	"Columbia County, NY"	"36021"	3381	309301	1093.1	715.1
	"Cortland County, NY"	"36023"	2227	243566	914.3	784.7
	"Delaware County, NY"	"36025"	2688	232401	1156.6	744.8
	"Dutchess County, NY"	"36027"	11981	1479525	809.8	658.1
	"Erie County, NY"	"36029"	48450	4610647	1050.8	783.0
	"Essex County, NY"	"36031"	2148	192991	1113.0	701.7
	"Franklin County, NY"	"36033"	2245	255033	880.3	772.0
	"Fulton County, NY"	"36035"	3035	271487	1117.9	798.8
	"Genesee County, NY"	"36037"	3026	295265	1024.8	736.8
	"Greene County, NY"	"36039"	2496	240345	1038.5	723.4
	"Hamilton County, NY"	"36041"	295	23486	1256.1	697.9
	"Herkimer County, NY"	"36043"	3473	317788	1092.9	749.6
	"Jefferson County, NY"	"36045"	4351	589832	737.7	755.1
	"Kings County, NY"	"36047"	79036	13034261	606.4	602.8
	"Lewis County, NY"	"36049"	1210	135536	892.8	682.6
	"Livingston County, NY"	"36051"	2659	323109	822.9	669.6
	"Madison County, NY"	"36053"	3078	360443	853.9	704.0
	"Monroe County, NY"	"36055"	32581	3746178	869.7	683.6
	"Montgomery County, NY"	"36057"	2953	248333	1189.1	817.9
	"Nassau County, NY"	"36059"	54394	6784007	801.8	576.5
	"New York County, NY"	"36061"	49728	8174944	608.3	524.9
	"Niagara County, NY"	"36063"	11821	1066872	1108.0	808.5
	"Oneida County, NY"	"36065"	12556	1164289	1078.4	759.8
	"Onondaga County, NY"	"36067"	21350	2340251	912.3	717.5
	"Ontario County, NY"	"36069"	5228	547252	955.3	698.0
	"Orange County, NY"	"36071"	13242	1881210	703.9	699.6
	"Orleans County, NY"	"36073"	2126	209690	1013.9	809.0
	"Oswego County, NY"	"36075"	5345	602565	887.0	799.9
	"Otsego County, NY"	"36077"	2962	304897	971.5	692.2
	"Putnam County, NY"	"36079"	3494	497038	703.0	617.0
	"Queens County, NY"	"36081"	71602	11550053	619.9	549.4
	"Rensselaer County, NY"	"36083"	7470	799794	934.0	773.8
	"Richmond County, NY"	"36085"	18097	2366619	764.7	670.5
	"Rockland County, NY"	"36087"	10693	1613210	662.8	556.0
	"St. Lawrence County, NY"	"36089"	4911	557647	880.7	743.4
	"Saratoga County, NY"	"36091"	8751	1124645	778.1	641.8
	"Schenectady County, NY"	"36093"	7676	774226	991.4	742.1
	"Schoharie County, NY"	"36095"	1407	158337	888.6	670.7
	"Schuyler County, NY"	"36097"	954	91680	1040.6	748.0
	"Seneca County, NY"	"36099"	1767	175181	1008.7	751.9
	"Steuben County, NY"	"36101"	4984	490755	1015.6	752.6
	"Suffolk County, NY"	"36103"	59488	7490652	794.2	656.2
	"Sullivan County, NY"	"36105"	3679	379090	970.5	798.9
	"Tioga County, NY"	"36107"	2359	248245	950.3	714.4
	"Tompkins County, NY"	"36109"	3434	521338	658.7	667.6
	"Ulster County, NY"	"36111"	8324	902527	922.3	687.0
	"Warren County, NY"	"36113"	3462	324556	1066.7	716.0
	"Washington County, NY"	"36115"	3086	312323	988.1	750.4
	"Wayne County, NY"	"36117"	4249	459372	925.0	746.7
	"Westchester County, NY"	"36119"	35464	4846147	731.8	547.8
	"Wyoming County, NY"	"36121"	1878	206197	910.8	792.5
	"Yates County, NY"	"36123"	1299	125529	1034.8	759.1
	"Alamance County, NC"	"37001"	8034	781862	1027.5	822.3
	"Alexander County, NC"	"37003"	1848	186055	993.3	795.8
	"Alleghany County, NC"	"37005"	637	54342	1172.2	726.4
	"Anson County, NC"	"37007"	1551	129416	1198.5	980.2
	"Ashe County, NC"	"37009"	1676	134959	1241.9	800.0
	"Avery County, NC"	"37011"	955	88165	1083.2	755.9
	"Beaufort County, NC"	"37013"	2944	237567	1239.2	872.1
	"Bertie County, NC"	"37015"	1226	101619	1206.5	849.5
	"Bladen County, NC"	"37017"	2032	172270	1179.5	917.1
	"Brunswick County, NC"	"37019"	6463	595834	1084.7	735.3
	"Buncombe County, NC"	"37021"	12552	1250561	1003.7	736.4
	"Burke County, NC"	"37023"	5104	445410	1145.9	869.8
	"Cabarrus County, NC"	"37025"	7428	961478	772.6	800.8
	"Caldwell County, NC"	"37027"	4698	408116	1151.1	933.6
	"Camden County, NC"	"37029"	411	51139	803.7	742.9
	"Carteret County, NC"	"37031"	3833	342683	1118.5	758.3
	"Caswell County, NC"	"37033"	1362	115472	1179.5	866.6
	"Catawba County, NC"	"37035"	8117	777303	1044.3	889.1
	"Chatham County, NC"	"37037"	3203	343891	931.4	559.8
	"Cherokee County, NC"	"37039"	1811	136129	1330.4	828.9
	"Chowan County, NC"	"37041"	900	72780	1236.6	796.1
	"Clay County, NC"	"37043"	721	53648	1343.9	777.7
	"Cleveland County, NC"	"37045"	5947	485564	1224.8	1010.1
	"Columbus County, NC"	"37047"	3498	285075	1227.0	982.7
	"Craven County, NC"	"37049"	5257	520949	1009.1	820.3
	"Cumberland County, NC"	"37051"	12127	1629207	744.3	860.3
	"Currituck County, NC"	"37053"	1111	124320	893.7	837.7
	"Dare County, NC"	"37055"	1553	175934	882.7	702.6
	"Davidson County, NC"	"37057"	8662	820291	1056.0	881.0
	"Davie County, NC"	"37059"	2271	207839	1092.7	773.2
	"Duplin County, NC"	"37061"	2704	295604	914.7	776.3
	"Durham County, NC"	"37063"	9456	1473089	641.9	690.5
	"Edgecombe County, NC"	"37065"	3123	273345	1142.5	924.5
	"Forsyth County, NC"	"37067"	16029	1823453	879.0	781.0
	"Franklin County, NC"	"37069"	2758	314944	875.7	782.6
	"Gaston County, NC"	"37071"	11178	1058764	1055.8	939.6
	"Gates County, NC"	"37073"	569	58074	979.8	754.4
	"Graham County, NC"	"37075"	535	43257	1236.8	846.5
	"Granville County, NC"	"37077"	2559	291707	877.3	775.3
	"Greene County, NC"	"37079"	962	106203	905.8	800.2
	"Guilford County, NC"	"37081"	20770	2559075	811.6	744.7
	"Halifax County, NC"	"37083"	3279	264244	1240.9	921.4
	"Harnett County, NC"	"37085"	4734	633100	747.7	865.1
	"Haywood County, NC"	"37087"	3705	297884	1243.8	779.9
	"Henderson County, NC"	"37089"	6792	554526	1224.8	715.2
	"Hertford County, NC"	"37091"	1289	121426	1061.6	816.2
	"Hoke County, NC"	"37093"	1485	259265	572.8	826.9
	"Hyde County, NC"	"37095"	295	28144	1048.2	779.0
	"Iredell County, NC"	"37097"	7490	837463	894.4	842.0
	"Jackson County, NC"	"37099"	1802	206133	874.2	762.5
	"Johnston County, NC"	"37101"	6679	910774	733.3	805.2
	"Jones County, NC"	"37103"	600	50371	1191.2	778.2
	"Lee County, NC"	"37105"	2748	297701	923.1	813.1
	"Lenoir County, NC"	"37107"	3584	291717	1228.6	940.3
	"Lincoln County, NC"	"37109"	3781	398917	947.8	856.1
	"McDowell County, NC"	"37111"	2574	225063	1143.7	868.8
	"Macon County, NC"	"37113"	2220	169957	1306.2	765.6
	"Madison County, NC"	"37115"	1162	105652	1099.8	805.2
	"Martin County, NC"	"37117"	1575	117552	1339.8	940.4
	"Mecklenburg County, NC"	"37119"	28863	5058868	570.5	678.7
	"Mitchell County, NC"	"37121"	1085	76316	1421.7	882.2
	"Montgomery County, NC"	"37123"	1415	137374	1030.0	792.0
	"Moore County, NC"	"37125"	5458	465352	1172.9	683.9
	"Nash County, NC"	"37127"	5011	471924	1061.8	881.3
	"New Hanover County, NC"	"37129"	9209	1082149	851.0	723.5
	"Northampton County, NC"	"37131"	1384	103140	1341.9	860.3
	"Onslow County, NC"	"37133"	5162	928773	555.8	803.7
	"Orange County, NC"	"37135"	3805	699033	544.3	622.8
	"Pamlico County, NC"	"37137"	792	64461	1228.6	767.7
	"Pasquotank County, NC"	"37139"	2058	199547	1031.3	880.2
	"Pender County, NC"	"37141"	2668	281791	946.8	790.8
	"Perquimans County, NC"	"37143"	808	67352	1199.7	771.7
	"Person County, NC"	"37145"	2114	195982	1078.7	845.4
	"Pitt County, NC"	"37147"	6088	875752	695.2	774.4
	"Polk County, NC"	"37149"	1418	101619	1395.4	685.6
	"Randolph County, NC"	"37151"	7243	712940	1015.9	869.0
	"Richmond County, NC"	"37153"	2726	228551	1192.7	1005.2
	"Robeson County, NC"	"37155"	6596	672882	980.3	990.0
	"Rockingham County, NC"	"37157"	5680	459489	1236.2	916.5
	"Rowan County, NC"	"37159"	7934	693470	1144.1	942.4
	"Rutherford County, NC"	"37161"	4268	333504	1279.7	933.1
	"Sampson County, NC"	"37163"	3338	318563	1047.8	884.3
	"Scotland County, NC"	"37165"	1959	178553	1097.2	921.3
	"Stanly County, NC"	"37167"	3444	303052	1136.4	904.0
	"Stokes County, NC"	"37169"	2583	232264	1112.1	825.2
	"Surry County, NC"	"37171"	4337	363834	1192.0	862.5
	"Swain County, NC"	"37173"	886	71171	1244.9	969.7
	"Transylvania County, NC"	"37175"	2028	165310	1226.8	653.2
	"Tyrrell County, NC"	"37177"	209	20640	1012.6	744.4
	"Union County, NC"	"37179"	6632	1088069	609.5	732.5
	"Vance County, NC"	"37181"	2519	222540	1131.9	937.1
	"Wake County, NC"	"37183"	25427	4992878	509.3	632.5
	"Warren County, NC"	"37185"	1209	101622	1189.7	793.8
	"Washington County, NC"	"37187"	754	62515	1206.1	799.1
	"Watauga County, NC"	"37189"	1606	263726	609.0	595.5
	"Wayne County, NC"	"37191"	5718	622237	918.9	831.5
	"Wilkes County, NC"	"37193"	4058	344438	1178.2	854.5
	"Wilson County, NC"	"37195"	4120	408084	1009.6	827.3
	"Yadkin County, NC"	"37197"	2124	189094	1123.3	854.3
	"Yancey County, NC"	"37199"	1114	87997	1266.0	821.6
	"Adams County, ND"	"38001"	165	11739	1405.6	682.5
	"Barnes County, ND"	"38003"	647	55165	1172.8	720.8
	"Benson County, ND"	"38005"	367	34010	1079.1	1185.1
	"Billings County, ND"	"38007"	18	4555	395.2 	298.9 
	"Bottineau County, ND"	"38009"	388	33250	1166.9	741.5
	"Bowman County, ND"	"38011"	212	16189	1309.5	798.6
	"Burke County, ND"	"38013"	125	11195	1116.6	824.8
	"Burleigh County, ND"	"38015"	3414	452799	754.0	630.6
	"Cass County, ND"	"38017"	5105	834262	611.9	642.6
	"Cavalier County, ND"	"38019"	224	19337	1158.4	558.3
	"Dickey County, ND"	"38021"	363	25799	1407.0	727.7
	"Divide County, ND"	"38023"	148	11844	1249.6	610.5
	"Dunn County, ND"	"38025"	166	21420	775.0	665.3
	"Eddy County, ND"	"38027"	238	11851	2008.3	1051.1
	"Emmons County, ND"	"38029"	247	17132	1441.7	694.7
	"Foster County, ND"	"38031"	228	16727	1363.1	699.2
	"Golden Valley County, ND"	"38033"	94	9110	1031.8	692.4
	"Grand Forks County, ND"	"38035"	2376	348965	680.9	713.8
	"Grant County, ND"	"38037"	165	11844	1393.1	678.9
	"Griggs County, ND"	"38039"	203	11553	1757.1	750.1
	"Hettinger County, ND"	"38041"	171	13197	1295.7	680.2
	"Kidder County, ND"	"38043"	88	12095	727.6	463.4
	"LaMoure County, ND"	"38045"	223	20557	1084.8	545.9
	"Logan County, ND"	"38047"	145	9695	1495.6	741.7
	"McHenry County, ND"	"38049"	317	29560	1072.4	714.8
	"McIntosh County, ND"	"38051"	253	13685	1848.7	606.3
	"McKenzie County, ND"	"38053"	333	53591	621.4	770.8
	"McLean County, ND"	"38055"	506	47881	1056.8	685.7
	"Mercer County, ND"	"38057"	418	43354	964.2	716.6
	"Morton County, ND"	"38059"	1355	148163	914.5	754.0
	"Mountrail County, ND"	"38061"	415	48377	857.8	914.3
	"Nelson County, ND"	"38063"	280	15149	1848.3	812.0
	"Oliver County, ND"	"38065"	66	9276	711.5	521.6
	"Pembina County, ND"	"38067"	399	35679	1118.3	620.3
	"Pierce County, ND"	"38069"	324	21864	1481.9	747.3
	"Ramsey County, ND"	"38071"	653	57892	1128.0	744.7
	"Ransom County, ND"	"38073"	401	27285	1469.7	793.5
	"Renville County, ND"	"38075"	160	12867	1243.5	826.2
	"Richland County, ND"	"38077"	684	81646	837.8	621.0
	"Rolette County, ND"	"38079"	664	73035	909.2	1065.1
	"Sargent County, ND"	"38081"	184	19443	946.4	620.0
	"Sheridan County, ND"	"38083"	53	6540	810.4	372.4
	"Sioux County, ND"	"38085"	223	22157	1006.5	1306.3
	"Slope County, ND"	"38087"	20	3813	524.5	374.0
	"Stark County, ND"	"38089"	1144	149187	766.8	634.8
	"Steele County, ND"	"38091"	104	9844	1056.5	623.8
	"Stutsman County, ND"	"38093"	1184	105541	1121.8	758.4
	"Towner County, ND"	"38095"	154	11459	1343.9	661.5
	"Traill County, ND"	"38097"	485	40376	1201.2	737.0
	"Walsh County, ND"	"38099"	757	54973	1377.0	807.9
	"Ward County, ND"	"38101"	2375	344769	688.9	677.6
	"Wells County, ND"	"38103"	321	20885	1537.0	724.0
	"Williams County, ND"	"38105"	1168	158216	738.2	806.1
	"Adams County, OH"	"39001"	1695	140556	1205.9	1009.7
	"Allen County, OH"	"39003"	5554	523320	1061.3	833.2
	"Ashland County, OH"	"39005"	2818	266716	1056.6	793.4
	"Ashtabula County, OH"	"39007"	5891	495877	1188.0	911.0
	"Athens County, OH"	"39009"	2354	325514	723.2	837.1
	"Auglaize County, OH"	"39011"	2469	229356	1076.5	769.4
	"Belmont County, OH"	"39013"	4410	346142	1274.0	864.5
	"Brown County, OH"	"39015"	2484	220297	1127.6	925.9
	"Butler County, OH"	"39017"	15906	1868190	851.4	824.7
	"Carroll County, OH"	"39019"	1544	140539	1098.6	789.6
	"Champaign County, OH"	"39021"	1967	195876	1004.2	835.1
	"Clark County, OH"	"39023"	8668	680874	1273.1	954.2
	"Clermont County, OH"	"39025"	8403	1005461	835.7	787.0
	"Clinton County, OH"	"39027"	2153	209269	1028.8	888.9
	"Columbiana County, OH"	"39029"	6366	526149	1209.9	881.5
	"Coshocton County, OH"	"39031"	2041	183325	1113.3	853.8
	"Crawford County, OH"	"39033"	2759	212426	1298.8	889.1
	"Cuyahoga County, OH"	"39035"	68479	6293548	1088.1	808.4
	"Darke County, OH"	"39037"	2958	260925	1133.7	802.9
	"Defiance County, OH"	"39039"	1907	192440	991.0	773.6
	"Delaware County, OH"	"39041"	5080	944982	537.6	612.5
	"Erie County, OH"	"39043"	4669	379041	1231.8	851.7
	"Fairfield County, OH"	"39045"	6057	750815	806.7	738.3
	"Fayette County, OH"	"39047"	1785	143597	1243.1	1012.7
	"Franklin County, OH"	"39049"	46124	6160589	748.7	828.5
	"Fulton County, OH"	"39051"	2050	212329	965.5	761.0
	"Gallia County, OH"	"39053"	1844	151882	1214.1	979.9
	"Geauga County, OH"	"39055"	4015	470100	854.1	625.2
	"Greene County, OH"	"39057"	7039	821626	856.7	720.7
	"Guernsey County, OH"	"39059"	2313	197389	1171.8	917.5
	"Hamilton County, OH"	"39061"	39139	4029825	971.2	836.0
	"Hancock County, OH"	"39063"	3617	378362	956.0	757.0
	"Hardin County, OH"	"39065"	1605	158261	1014.1	909.5
	"Harrison County, OH"	"39067"	1021	77605	1315.6	901.0
	"Henry County, OH"	"39069"	1393	139450	998.9	706.9
	"Highland County, OH"	"39071"	2455	215543	1139.0	918.4
	"Hocking County, OH"	"39073"	1487	143452	1036.6	854.4
	"Holmes County, OH"	"39075"	1587	218511	726.3	733.3
	"Huron County, OH"	"39077"	2927	293519	997.2	851.1
	"Jackson County, OH"	"39079"	2027	163587	1239.1	1067.2
	"Jefferson County, OH"	"39081"	4798	338034	1419.4	984.5
	"Knox County, OH"	"39083"	3053	304390	1003.0	809.9
	"Lake County, OH"	"39085"	12066	1146329	1052.6	761.0
	"Lawrence County, OH"	"39087"	3867	307515	1257.5	1010.0
	"Licking County, OH"	"39089"	7778	848812	916.3	815.9
	"Logan County, OH"	"39091"	2474	226942	1090.1	887.1
	"Lorain County, OH"	"39093"	14897	1520454	979.8	781.5
	"Lucas County, OH"	"39095"	22273	2174001	1024.5	876.0
	"Madison County, OH"	"39097"	2044	217686	939.0	872.2
	"Mahoning County, OH"	"39099"	15363	1165074	1318.6	860.4
	"Marion County, OH"	"39101"	3695	328098	1126.2	916.9
	"Medina County, OH"	"39103"	7117	877713	810.9	696.7
	"Meigs County, OH"	"39105"	1419	116726	1215.7	931.1
	"Mercer County, OH"	"39107"	2104	204432	1029.2	759.4
	"Miami County, OH"	"39109"	5283	519320	1017.3	797.8
	"Monroe County, OH"	"39111"	878	72211	1215.9	791.3
	"Montgomery County, OH"	"39113"	29853	2663807	1120.7	874.4
	"Morgan County, OH"	"39115"	835	74287	1124.0	816.0
	"Morrow County, OH"	"39117"	1567	175161	894.6	770.3
	"Muskingum County, OH"	"39119"	4951	429955	1151.5	900.4
	"Noble County, OH"	"39121"	667	72146	924.5	638.2
	"Ottawa County, OH"	"39123"	2416	204907	1179.1	755.8
	"Paulding County, OH"	"39125"	960	95285	1007.5	802.8
	"Perry County, OH"	"39127"	1743	179733	969.8	888.6
	"Pickaway County, OH"	"39129"	2675	284020	941.8	848.9
	"Pike County, OH"	"39131"	1685	141489	1190.9	970.5
	"Portage County, OH"	"39133"	7115	808982	879.5	803.5
	"Preble County, OH"	"39135"	2318	207803	1115.5	896.5
	"Putnam County, OH"	"39137"	1502	170580	880.5	685.1
	"Richland County, OH"	"39139"	6939	609440	1138.6	836.4
	"Ross County, OH"	"39141"	4203	385965	1089.0	957.4
	"Sandusky County, OH"	"39143"	3235	299351	1080.7	821.9
	"Scioto County, OH"	"39145"	4953	386832	1280.4	1011.6
	"Seneca County, OH"	"39147"	2968	278553	1065.5	817.4
	"Shelby County, OH"	"39149"	2173	244746	887.9	766.3
	"Stark County, OH"	"39151"	20699	1873812	1104.6	798.0
	"Summit County, OH"	"39153"	28654	2706862	1058.6	820.1
	"Trumbull County, OH"	"39155"	12717	1024539	1241.2	855.5
	"Tuscarawas County, OH"	"39157"	5075	462894	1096.4	780.5
	"Union County, OH"	"39159"	1789	269774	663.1	750.4
	"Van Wert County, OH"	"39161"	1648	142505	1156.5	812.5
	"Vinton County, OH"	"39163"	719	65642	1095.3	976.7
	"Warren County, OH"	"39165"	8032	1110921	723.0	718.5
	"Washington County, OH"	"39167"	3688	305768	1206.1	846.9
	"Wayne County, OH"	"39169"	5435	578736	939.1	754.9
	"Williams County, OH"	"39171"	1998	186348	1072.2	778.7
	"Wood County, OH"	"39173"	5388	647092	832.6	752.2
	"Wyandot County, OH"	"39175"	1256	111795	1123.5	794.0
	"Adair County, OK"	"40001"	1201	110804	1083.9	1037.9
	"Alfalfa County, OK"	"40003"	321	28921	1109.9	794.7
	"Atoka County, OK"	"40005"	825	69235	1191.6	961.4
	"Beaver County, OK"	"40007"	246	27393	898.0	690.6
	"Beckham County, OK"	"40009"	1191	116452	1022.7	982.6
	"Blaine County, OK"	"40011"	634	48883	1297.0	954.8
	"Bryan County, OK"	"40013"	2479	222643	1113.4	927.5
	"Caddo County, OK"	"40015"	1763	147551	1194.8	1039.7
	"Canadian County, OK"	"40017"	4588	647856	708.2	772.0
	"Carter County, OK"	"40019"	2997	242649	1235.1	1038.1
	"Cherokee County, OK"	"40021"	2393	241337	991.6	919.4
	"Choctaw County, OK"	"40023"	1157	75253	1537.5	1167.3
	"Cimarron County, OK"	"40025"	170	11345	1498.5	954.8
	"Cleveland County, OK"	"40027"	9389	1359090	690.8	748.7
	"Coal County, OK"	"40029"	419	28776	1456.1	1020.2
	"Comanche County, OK"	"40031"	5077	622917	815.0	910.6
	"Cotton County, OK"	"40033"	407	30308	1342.9	1045.8
	"Craig County, OK"	"40035"	980	73416	1334.9	994.7
	"Creek County, OK"	"40037"	4216	354653	1188.8	969.5
	"Custer County, OK"	"40039"	1454	146238	994.3	929.8
	"Delaware County, OK"	"40041"	2601	207167	1255.5	885.7
	"Dewey County, OK"	"40043"	340	24310	1398.6	1010.1
	"Ellis County, OK"	"40045"	290	20617	1406.6	946.0
	"Garfield County, OK"	"40047"	3482	312406	1114.6	906.1
	"Garvin County, OK"	"40049"	1750	137848	1269.5	1016.1
	"Grady County, OK"	"40051"	2688	269775	996.4	908.1
	"Grant County, OK"	"40053"	319	22472	1419.5	916.3
	"Greer County, OK"	"40055"	393	30405	1292.6	900.0
	"Harmon County, OK"	"40057"	152	14066	1080.6	749.1
	"Harper County, OK"	"40059"	209	18925	1104.4	756.3
	"Haskell County, OK"	"40061"	791	64174	1232.6	905.1
	"Hughes County, OK"	"40063"	995	68637	1449.7	1059.8
	"Jackson County, OK"	"40065"	1321	129319	1021.5	957.8
	"Jefferson County, OK"	"40067"	488	31399	1554.2	1109.3
	"Johnston County, OK"	"40069"	646	55137	1171.6	957.1
	"Kay County, OK"	"40071"	2878	226991	1267.9	939.5
	"Kingfisher County, OK"	"40073"	759	76959	986.2	817.5
	"Kiowa County, OK"	"40075"	707	46193	1530.5	1173.6
	"Latimer County, OK"	"40077"	685	53217	1287.2	928.1
	"Le Flore County, OK"	"40079"	2986	249427	1197.1	997.7
	"Lincoln County, OK"	"40081"	1907	173198	1101.1	915.8
	"Logan County, OK"	"40083"	1769	225854	783.2	696.6
	"Love County, OK"	"40085"	547	48840	1120.0	905.7
	"McClain County, OK"	"40087"	1703	186112	915.0	892.8
	"McCurtain County, OK"	"40089"	2102	165356	1271.2	1068.5
	"McIntosh County, OK"	"40091"	1477	100803	1465.2	951.2
	"Major County, OK"	"40093"	468	38604	1212.3	843.7
	"Marshall County, OK"	"40095"	989	80397	1230.1	894.1
	"Mayes County, OK"	"40097"	2391	204613	1168.5	972.0
	"Murray County, OK"	"40099"	911	68959	1321.1	999.6
	"Muskogee County, OK"	"40101"	4579	349697	1309.4	1101.6
	"Noble County, OK"	"40103"	668	57351	1164.8	893.0
	"Nowata County, OK"	"40105"	706	52552	1343.4	985.3
	"Okfuskee County, OK"	"40107"	865	61060	1416.6	1186.4
	"Oklahoma County, OK"	"40109"	34981	3823488	914.9	904.9
	"Okmulgee County, OK"	"40111"	2490	196612	1266.5	1020.6
	"Osage County, OK"	"40113"	2211	239613	922.7	722.6
	"Ottawa County, OK"	"40115"	2142	160111	1337.8	1046.0
	"Pawnee County, OK"	"40117"	1042	82220	1267.3	1013.9
	"Payne County, OK"	"40119"	2718	399764	679.9	768.7
	"Pittsburg County, OK"	"40121"	3016	223216	1351.2	1042.8
	"Pontotoc County, OK"	"40123"	2093	191065	1095.4	947.2
	"Pottawatomie County, OK"	"40125"	4027	357757	1125.6	991.0
	"Pushmataha County, OK"	"40127"	822	55747	1474.5	1028.6
	"Roger Mills County, OK"	"40129"	178	18662	953.8	697.7
