County	CountyCode	Year	YearCode	Deaths	Population	CrudeRate
"Charlevoix County, MI"	26029	2011	2011	.	.	.
"Charlevoix County, MI"	26029	2012	2012	.	.	.
"Cheboygan County, MI"	26031	1999	1999	.	.	.
"Cheboygan County, MI"	26031	2000	2000	.	.	.
"Cheboygan County, MI"	26031	2001	2001	.	.	.
"Cheboygan County, MI"	26031	2002	2002	.	.	.
"Cheboygan County, MI"	26031	2003	2003	.	.	.
"Cheboygan County, MI"	26031	2004	2004	.	.	.
"Cheboygan County, MI"	26031	2005	2005	.	.	.
"Cheboygan County, MI"	26031	2006	2006	.	.	.
"Cheboygan County, MI"	26031	2007	2007	.	.	.
"Cheboygan County, MI"	26031	2008	2008	.	.	.
"Cheboygan County, MI"	26031	2009	2009	.	.	.
"Cheboygan County, MI"	26031	2010	2010	.	.	.
"Cheboygan County, MI"	26031	2011	2011	.	.	.
"Cheboygan County, MI"	26031	2012	2012	.	.	.
"Chippewa County, MI"	26033	1999	1999	.	.	.
"Chippewa County, MI"	26033	2000	2000	.	.	.
"Chippewa County, MI"	26033	2001	2001	.	.	.
"Chippewa County, MI"	26033	2002	2002	.	.	.
"Chippewa County, MI"	26033	2003	2003	.	.	.
"Chippewa County, MI"	26033	2004	2004	.	.	.
"Chippewa County, MI"	26033	2005	2005	.	.	.
"Chippewa County, MI"	26033	2006	2006	.	.	.
"Chippewa County, MI"	26033	2007	2007	.	.	.
"Chippewa County, MI"	26033	2008	2008	.	.	.
"Chippewa County, MI"	26033	2009	2009	.	.	.
"Chippewa County, MI"	26033	2010	2010	.	.	.
"Chippewa County, MI"	26033	2011	2011	.	.	.
"Chippewa County, MI"	26033	2012	2012	.	.	.
"Clare County, MI"	26035	1999	1999	.	.	.
"Clare County, MI"	26035	2000	2000	.	.	.
"Clare County, MI"	26035	2001	2001	.	.	.
"Clare County, MI"	26035	2002	2002	.	.	.
"Clare County, MI"	26035	2003	2003	.	.	.
"Clare County, MI"	26035	2004	2004	.	.	.
"Clare County, MI"	26035	2005	2005	.	.	.
"Clare County, MI"	26035	2006	2006	.	.	.
"Clare County, MI"	26035	2007	2007	.	.	.
"Clare County, MI"	26035	2008	2008	.	.	.
"Clare County, MI"	26035	2009	2009	.	.	.
"Clare County, MI"	26035	2010	2010	.	.	.
"Clare County, MI"	26035	2011	2011	.	.	.
"Clare County, MI"	26035	2012	2012	.	.	.
"Clinton County, MI"	26037	1999	1999	.	.	.
"Clinton County, MI"	26037	2000	2000	.	.	.
"Clinton County, MI"	26037	2001	2001	.	.	.
"Clinton County, MI"	26037	2002	2002	.	.	.
"Clinton County, MI"	26037	2003	2003	.	.	.
"Clinton County, MI"	26037	2004	2004	.	.	.
"Clinton County, MI"	26037	2005	2005	.	.	.
"Clinton County, MI"	26037	2006	2006	.	.	.
"Clinton County, MI"	26037	2007	2007	.	.	.
"Clinton County, MI"	26037	2008	2008	.	.	.
"Clinton County, MI"	26037	2009	2009	.	.	.
"Clinton County, MI"	26037	2010	2010	.	.	.
"Clinton County, MI"	26037	2011	2011	.	.	.
"Clinton County, MI"	26037	2012	2012	.	.	.
"Crawford County, MI"	26039	1999	1999	.	.	.
"Crawford County, MI"	26039	2000	2000	.	.	.
"Crawford County, MI"	26039	2001	2001	.	.	.
"Crawford County, MI"	26039	2002	2002	.	.	.
"Crawford County, MI"	26039	2003	2003	.	.	.
"Crawford County, MI"	26039	2004	2004	.	.	.
"Crawford County, MI"	26039	2005	2005	.	.	.
"Crawford County, MI"	26039	2006	2006	.	.	.
"Crawford County, MI"	26039	2007	2007	.	.	.
"Crawford County, MI"	26039	2008	2008	.	.	.
"Crawford County, MI"	26039	2009	2009	.	.	.
